EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
043758107,FIRST CHURCH OF CHRIST SCIENTIST,% JO NELL BELSIE,PO BOX 1146,KITTY HAWK,NC,27949-1146,0425,03,9,7000,000000,1,10,000000000,5,01,,0,0,06,0,04,,,,,FIRST CHURCH OF CHRIST SCNTST O B
043758185,CARROLL COUNTY ARTIST GUILD,% KAY BERNSTEIN,338 WALGROVE RD,REISTERSTOWN,MD,21136-2422,0000,07,3,1000,201202,2,00,000000000,5,01,202504,0,0,02,0,04,0,0,0,A20,
043758243,BRENT INTERNATIONAL SCHOOL FOUNDATION,,339 MEADOW DR,UNION CITY,IN,47390-9407,0000,03,3,1000,200401,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B12,
043758702,SHELBY COUNTY PROJECT GRADUATION CORPORATION,% KENDRA HAYES,PO BOX 1003,SHELBYVILLE,KY,40066-1003,0000,03,3,1000,200507,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P30,
043758711,RESOURCE CONNECTIONS INCORPORATED,% JOYCE SIMS,10001 DEREKWOOD LN STE 110,LANHAM,MD,20706-4876,0000,03,3,1000,200308,1,15,000000000,1,01,202506,7,7,01,0,06,6971989,5722219,5722219,P20,
043759549,ACTION SPORTS MINISTRIES,% GARY ANDERSON,618 6TH AVE E,ALEXANDRIA,MN,56308-1933,0000,03,3,1000,200407,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X99,
043759604,HISTORIC LIBERTY HILL AFRICAN METHODIST EPISCOPAL CHURCH,% LEOLA R PARKS,PO BOX 744,SUMMERTON,SC,29148-0744,0000,03,3,7000,200412,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043760420,SOCIETY OF WOMEN ENVIRONMENTAL PROFESSIONALS,% SONYA WARD TREASURER,98 ANDOVER DR,LANGHORNE,PA,19047-1658,4234,06,6,2000,200310,2,00,000000000,1,01,202512,1,0,02,0,12,1,0,0,S41,
043760612,SISTERLOVE CHRISTIAN MINISTRIES,% JUDITH A MCCLOUD,836 LEHIGH AVE,LANCASTER,PA,17602-2417,0000,03,3,7000,200511,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X20,
043760991,KIDS FOOD BASKET,% BRIDGET CLARK WHITNEY,1300 PLYMOUTH AVE NE,GRAND RAPIDS,MI,49505-5604,0000,03,3,1000,200705,1,15,000000000,1,01,202506,8,7,01,0,06,18658995,9719313,8505911,K30,
043761030,EASTERN MONTGOMERY EDUCATIONAL FOUNDATION AND ALUMNI ASSOCIATION,,4695 CROZIER RD,ELLISTON,VA,24087-3909,0000,03,3,1000,201405,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B84,
043762083,SIGMA TAU GAMMA FRATERNITY,% SIGMA TAU GAMMA STUDENT ACT OFFIC,880 MONON GREEN BLVD STE 101,CARMEL,IN,46032-3363,1079,07,9,1000,195003,2,00,036319349,5,01,202506,1,3,01,0,06,2052,68930,68930,,BETA GAMMA CHAPTER
043762411,FAIRMOUNT EDUCATION INC,% THOMAS E HOLT,3720 E-29TH ST,DES MOINES,IA,50317-0000,0000,03,3,2700,200709,1,11,000000000,1,01,,0,0,13,0,06,,,,B20,
043762922,BROWNSTOWN POLICE OFFICERS ASSOCIATION,% BROWNSTOWN POLICE DEPARTMENT,23125 KING RD,BROWNSTWN TWP,MI,48183-1045,0000,05,3,1000,200702,2,00,000000000,5,01,202512,0,0,02,0,12,0,0,0,J40,
043763124,FAIRFIELD ANIMAL RESCUE,,PO BOX 302,WINNSBORO,SC,29180-0302,0000,03,3,4000,200310,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,
043763324,WHITE RIVER WATERSHED PARTNERSHIP,% DAVID CORDRAY,PO BOX 416,HESPERIA,MI,49421-0416,0000,03,3,1200,200408,1,15,000000000,1,01,202509,0,0,02,0,09,0,0,0,D20,
043764640,PENNSYLVANIA CLEAN & BEAUTIFUL INC,% KEEP PENNSYLVANIA BEAUTIFUL,105 W 4TH ST,GREENSBURG,PA,15601-2981,0000,04,3,3000,200409,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,C50,
043764660,NAZARETH FIREMANS RELIEF ASSOCIATION,% MARK MORELLA,49 S BROAD ST,NAZARETH,PA,18064-2116,0000,08,3,1000,202403,1,00,000000000,5,01,202504,4,3,02,0,04,495039,37123,37123,M24,
043764752,PTA PENNSYLVANIA CONGRESS,% DDPS PTA,1375 ROUTE 739,DINGMANS FRY,PA,18328-3406,2052,03,9,1200,197001,0,16,059035040,5,01,202606,0,0,02,0,06,0,0,0,,DINGMAN DELAWARE PRIMARY PTA
043764971,DRY DOCK CLUB INC,% GORDON HOOD,3900 E 200 N,SHELBYVILLE,IN,46176-8008,0000,03,2,2100,200407,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,F21,
043765053,AMERICAN HEALTH QUALITY FOUNDATION INC,,818 CONNECTICUT AVE NW STE 1100,WASHINGTON,DC,20006-2702,0000,03,3,1000,200211,1,17,000000000,1,01,202412,5,2,02,0,12,629581,20719,20719,,
043765864,BLACKSBURG PARTNERSHIP,,201 CHURCH ST SE STE A,BLACKSBURG,VA,24060-4878,0000,04,3,1000,200406,0,00,000000000,1,01,202506,4,4,01,0,06,139583,340762,340762,S30,
043766268,TODAY NOT TOMORROW INC,% JEANNE ERICKSON,6602 GAND TETON PLAZA,MADISON,WI,53719-0000,0000,03,3,1000,202310,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,,
043766452,SAINT MARYS GIRLS LACROSSE LEAGUE,% PAMELA HAGEMAN,PO BOX 2550,LEONARDTOWN,MD,20650-8550,0000,03,3,1200,201912,1,16,000000000,1,01,202512,3,4,01,0,12,99115,151359,144029,N66,
043766471,WAKE INTERFAITH DISASTER TEAM,% RALEIGH-CARY JEWISH FEDERATION,8210 CREEDMOOR RD STE 104,RALEIGH,NC,27613-1388,0000,03,3,1000,200405,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,M20,
043767461,ORANGEVILLE EDUCATION FOUNDATION,% ORANGEVILLE EDUCATION FOUNDATION,PO BOX 234,ORANGEVILLE,IL,61060-0234,0000,03,3,2000,200404,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B82,
043767472,NORTHEAST OHIO SPCA INC,% JEFFREY L KOCIAN,9555 BROOKPARK RD,PARMA,OH,44129-6825,0000,03,3,1000,200404,1,15,000000000,1,01,202412,6,6,01,0,12,4061588,2372289,1837770,P20,
043767733,EVANGELICAL BIBLE CHURCH,% ELROY MARCUSEN,2891 5TH AVE W,DICKINSON,ND,58601-2629,0000,03,3,7000,202207,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043767826,GOOD SHEPHERD BAPTIST CHURCH - DE,,2274 PORTER RD,BEAR,DE,19701-2022,1601,03,9,7000,196310,1,10,000000000,5,01,,0,0,00,0,12,,,,X21,
043767993,HAWKEYE & FRIENDS ANIMAL RESCUE,% MICHAEL J JACOPELLI,8970 E IMLAY CITY RD,IMLAY CITY,MI,48444-9460,0000,03,3,4000,200506,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,
043768067,VETERANS OF FOREIGN WARS OF THE US AUXILIARY TO POST 7215,% KAREN BANDZI,PO BOX 387,WALNUTPORT,PA,18088-0387,0000,19,3,1000,202405,1,00,000000000,5,01,202506,0,0,02,0,06,0,0,0,W30,
043768486,KELLY GOLAT MEMORIAL RUN,% VICTOR GOLAT,15 TURKEY RIDGE DRIVE,KUNKELTOWN,PA,18058-0000,0000,03,3,1000,201001,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B82,
043769001,INCARCERATEDYOUTHMINISTRIES ORG INC,% ROBERT K KIRBY,31595 JUNIPER LN,WARREN,MI,48093-1624,0000,03,3,7000,200409,1,15,000000000,1,01,202507,0,0,02,0,07,0,0,0,X20,
043769064,REDEEMED EVANGELICAL MISSION INC,% BRIGHT OKEIYI,14516 LONDON LN,BOWIE,MD,20715-2558,5480,03,9,7000,200807,1,10,000000000,1,01,,0,0,06,0,12,,,,,CITY OF GOD
043769200,ST JOHN NEUMANN ACADEMY,% RICHARD W WHARTON III,3600 YELLOW SULPHUR RD,BLACKSBURG,VA,24060-0103,0000,03,3,2000,200501,1,11,000000000,1,01,202506,7,6,01,0,06,5342659,1506730,1485929,B24,
043769302,TWERSKI INSTITUTE FOR FAMILY HEALTH INC,% JAMES HILLER,3230 N 51ST BLVD,MILWAUKEE,WI,53216-3236,0000,03,3,1000,200410,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P40,
043769578,FOREVER FRIENDS FOUNDATION,% PAM KENNEY,PO BOX 670903,NORTHFIELD,OH,44067-0903,0000,03,3,4000,200310,1,15,000000000,5,01,202512,6,6,01,0,12,1303788,1102117,1102117,D20,
043769792,SERTOMA INC,% CYRIL L NESMITH,PO BOX 711,BURLINGTON,NC,27216-0711,5409,03,9,1000,196401,1,16,000000000,1,01,202508,0,0,02,0,08,0,0,0,,10673 JACK O KELLEY SERTOMA CLUB
043770115,NORTHERN KENTUCKY REGIONAL HAZMAT WMD RESPONSE UNIT INC,% STEVE HENSLEY,PO BOX 130,HEBRON,KY,41048-0130,0000,03,3,1000,200706,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,M99,
043770148,GLEN HILLS PARISH UNITED METHODIST CHURCH,% TAMMY NELSON,PO BOX 129,GLENWOOD CITY,WI,54013-0129,2573,03,9,7100,197410,1,10,001919000,5,01,201612,0,0,06,0,12,,,,,
043770264,HOUSING DEVELOPMENT CORPORATION OF SCHUYLKILL COUNTY,% THOMAS F HALE,245 PARKWAY,SCHUYKL HAVN,PA,17972-1907,0000,03,3,1000,201005,1,16,000000000,1,01,202603,4,2,02,0,03,110943,24982,24982,L20,
043770620,SENT INC,% CAROL E PRICE,PO BOX 80317,CANTON,OH,44708-0317,0000,03,3,7000,200403,1,10,000000000,1,01,,1,4,06,0,12,,,,X21,
043770926,MANNA BREAD OF LIFE MINISTRIES INC,% MARY MONTGOMERY-DAVIS,4600 WESTRIDGE DR,CHARLOTTE,NC,28208-1751,0000,03,3,1000,200412,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043771182,MANNA FROM HEAVEN OUTREACH INC,% MARY L TACKETT,PO BOX 154,VIRGIE,KY,41572-0154,0000,03,3,1000,200510,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,K12,
043771485,APEX CHURCH OF GOD IN CHRIST JESUS NEW DEAL INC,% CAROLYN ROGERS,4432 S RIDGE DR,FUQUAY-VARINA,NC,27526-9485,4294,03,9,7000,200405,1,10,000000000,5,01,,0,0,06,0,12,,,,X21,
043771487,MT GIDEON APOSTOLIC CHURCH OF GOD IN CHRIST JESUS NEW DEAL,% DEBBIE PALMER,180 PALMER LN,ROXBORO,NC,27574-6440,4294,03,9,7000,200405,1,10,000000000,5,01,,0,0,06,0,12,,,,X21,
043771490,PEOPLES CHURCH OF GOD IN CHRIST JESUS NEW DEAL INC,% JOE BRINKLEY,17270 HWY 481,ENFIELD,NC,27823-0000,4294,03,9,7000,200405,1,10,000000000,5,01,,0,0,06,0,12,,,,X21,
043771502,ROXBORO CHURCH OF GOD IN CHRIST JESUS NEW DEAL INC,% GLADYS CAMPBELL,915 ALLIE CLAY RD,ROXBORO,NC,27573-4090,4294,03,9,7000,200405,1,10,000000000,5,01,,0,0,06,0,12,,,,X21,
043771597,CROSS OF VICTORY CHURCH,% RICHARD MBAYA KANYINDA,4921 RANDOLPH RD,CHARLOTTE,NC,28211-4002,0000,03,3,7000,200312,1,10,000000000,1,01,,1,1,06,0,12,,,,X21,
043771598,FREE PRESS ACTION FUND,,1025 CONNECTICUT AVE NW,WASHINGTON,DC,20036-5405,0000,04,3,1000,200411,2,00,000000000,1,01,202512,6,5,01,0,12,1366602,890009,890009,R01,
043771754,RUSSELL COUNTY HOMEMAKERS ASSN,,2688 S HIGHWAY 127,RUSSELL SPGS,KY,42642-4017,0000,03,3,1000,201803,1,15,000000000,5,01,202506,0,0,02,0,06,0,0,0,S80,
043772096,BRIDGEWATER HOMES ASSISTED LIVING INC,% ERIC BELLAMY,14538 ARBOR RIDGE DR,CHARLOTTE,NC,28273-8882,0000,03,3,1000,200407,1,04,000000000,1,01,202512,1,4,00,3,12,1,137358,,P72,
043772589,EMMANUEL CHRISTIAN FELLOWSHIP CHURCH,% PASTOR,PO BOX 546,WARSAW,VA,22572-0546,1966,03,9,7000,196812,1,10,059029000,5,01,,0,0,06,0,12,,,,,
043772726,BLUE MOUNTAIN ELEMENTARY CRESSONA WEST PTO INC,% AMANDA MUNCY,20 N FRONT ST,SCHUYKL HAVN,PA,17972-8874,0000,03,3,1200,200408,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,B94,DBA BMECW PTO
043773013,PIPESTONE AREA BAND PARENTS ASSOCIATION,,PO BOX 84,PIPESTONE,MN,56164-0084,0000,03,3,1000,202307,1,16,000000000,1,01,202412,4,4,01,0,12,109618,131121,99162,A12,
043773205,ANTIOCH MISSIONARY BAPTIST CHURCH,% LEAMON LONG,5217 MIDWAY AVE,DAYTON,OH,45417-9034,0000,03,3,7000,200604,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043773752,KENTUCKY ASSOCIATION FOR SCHOOL SOCIAL WORK,,431 MARSAILLES RD,VERSAILLES,KY,40383-1674,0000,06,3,2000,200406,2,00,000000000,5,01,202512,0,0,02,0,12,0,0,0,S41,
043774294,STONE FOUNDATION,% SPENCER C STONE,8322 AUDLEY LN,RICHMOND,VA,23227-1702,0000,03,3,1000,201205,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P12,
043774570,BOOTS FOR KIDS,% DONALD A SCHMUCKAL,PO BOX 5744,TRAVERSE CITY,MI,49696-5744,0000,03,3,1000,200310,1,15,000000000,1,01,202506,3,2,02,0,06,50669,20576,20576,P60,
043774691,GODS WAY FELLOWSHIP,% DAVID PERRY,PO BOX 330,BALSAM GROVE,NC,28708-0330,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
043775291,HOLY ANGELS EVANGELICAL LUTHERAN CHURCH,% MICHAEL REED,201 CALDWELL AVE,WILMERDING,PA,15148-1105,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
043775480,SHELL PRARIE AGRICULTURE ASSOCIATION,% HUBBARD COUNTY FAIR,201 FAIR AVE,PARK RAPIDS,MN,56470-3286,0000,03,3,1000,201503,1,15,000000000,1,01,202510,5,4,01,0,10,779524,172169,134039,K26,
043775500,NIGERIAN ASSOCIATION OF GREATER TOLEDO,% CHARLES UZOIGWE,1227 BROOKVIEW DRIVE,TOLEDO,OH,43615-7520,0000,03,3,1200,202603,1,15,000000000,1,01,,1,1,02,0,12,,,,A23,
043775932,MULTI ETHNIC ADVOCATES FOR CULTURAL COMPETENCE INC,% ERICA C CRAWLEY,2323 W 5TH AVE STE 160,COLUMBUS,OH,43204-4988,0000,03,3,1200,200605,1,15,000000000,1,01,202506,5,5,01,0,06,694709,764594,764594,F30,MACC
043776291,CORNERSTONE YOUTH AND FAMILY CONNECTION FOUNDATION,,100 WAYNE ST,COLUMBIA,SC,29201-4337,0000,03,3,2000,200404,1,15,000000000,1,01,202509,0,0,02,0,09,0,0,0,I40,
043776369,MINNESOTA HIGH SCHOOL MUSIC LISTENING CONTEST,% DEBORAH NELSON,16978 70TH ST NE,ELK RIVER,MN,55330-6529,0000,03,3,1200,200611,1,16,000000000,1,01,202507,0,0,02,0,07,0,0,0,A68,
043776799,WINGS GROUP INC,% TRINA DINGLE,PO BOX 823,INDIANAPOLIS,IN,46206-0823,0000,03,3,1000,200502,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,L40,
043777113,PAMELA WHITCOMB LARSEN FOUNDATION,% DOUGLAS F SCHOFIELD,2364 ROUTE 66,DELMONT,PA,15626-1454,0000,03,3,1000,200310,1,04,000000000,2,01,202512,6,5,00,1,12,4964766,900553,,T22,
043777402,OUTREACH FAMILY FELLOWSHIP INC,% PASTOR KEITH MCCULLERS,5811 MARKET ST,PHILADELPHIA,PA,19139-3115,0000,03,3,7000,200605,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043777626,NEW JERSEY BOXER RESCUE,% BARBARA STRUCK,312 VALLEY VIEW DR N,STROUDSBURG,PA,18360-8613,0000,03,3,4000,200406,1,16,000000000,1,01,202512,4,3,02,0,12,101672,39315,39315,D30,
043777838,MOSAIC VINEYARD CHURCH,% HAROLD MCINTOSH,995 DANA AVE,CINCINNATI,OH,45229-2214,0000,03,3,7000,200809,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043778000,ETERNAL KING MINISTRIES,% HENRY MAGIERA,1434 KEELE DR,CARPENTERSVLE,IL,60110-3101,0000,03,3,7000,200402,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043778128,IDEKER FAMILY FOUNDATION,% HARP-WEAVER LLC,8033 GERMANTOWN AVE,PHILADELPHIA,PA,19118-3434,0000,03,3,1000,200402,1,04,000000000,1,01,202512,6,6,00,1,12,4430227,2785306,,T22,
043778472,NEBRASKA FOLKLIFE NETWORK INC,% GWEN K MEISTER,10620 N 135TH ST,WAVERLY,NE,68462-1256,0000,03,3,2000,200402,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,A20,
043778631,MILTON UNION EARLY CHILDHOOD CENTER,,918 S MIAMI ST,WEST MILTON,OH,45383-1212,0000,03,3,1200,200406,1,15,000000000,1,01,202412,3,4,01,0,12,96989,246399,246399,P33,DAYCARE & LATCH KEY
043778791,HEMBY BRIDGE PRESBYTERIAN CHURCH,% LOUIS QUIEVRYN PASTOR,PO BOX 1341,MATTHEWS,NC,28106-1341,1848,03,9,7000,196703,1,10,001000000,5,01,,0,0,06,0,12,,,,,
043779036,ADOPOLIS INC,% CONSTANZA CARDOSO,5335 WISCONSIN AVE NW STE 440,WASHINGTON,DC,20015-2079,0000,03,3,1200,200409,1,16,000000000,1,01,202412,4,4,01,0,12,200267,117672,117672,P31,
043779051,VIRGINIA BEACH FRIENDS OF THE INTERNATIONAL ASSOCIATION FOR NEAR,% RICHARD A DINGES,907 24TH ST,VIRGINIA BCH,VA,23451-6294,0000,03,3,2000,201507,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B99,
043779171,A C T I O N INC,,PO BOX 456,YOUNGSTOWN,OH,44501-0456,0000,03,3,1700,200406,1,10,000000000,1,01,202312,4,5,06,0,12,331169,937819,937819,X90,
043779216,SOTERIA MENTORING FOUNDATION INC,% JANEL JOHNSON,33 N THIRD STREET,COLUMBUS,OH,43215-3514,0000,03,3,1000,200906,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X20,
043779375,BRIGHTER DAY VICTORY TEMPLE,% MICHAEL W MITCHELL,664 E MCMILLAN ST,CINCINNATI,OH,45206-1959,0000,03,3,7100,200901,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
043779385,GENERAL FEDERATION OF WOMENS CLUB D BA CLAYTON JUNIOR WOMANS CLUB,% JULIA CURRAN,7012 S PINE SHADOWS DR,GARNER,NC,27529-4185,0000,03,3,1000,202211,1,16,000000000,1,01,202606,0,0,02,0,06,0,0,0,T50,
043779581,NCUDA USA INC,% MAURICE ATEM,10408 MEADOWRIDGE LN,BOWIE,MD,20721-2854,0000,03,3,1000,200406,1,15,000000000,1,01,202512,1,3,02,0,12,1425,26370,26370,Q30,
043779582,JUNIPER HEALTH INC,% CHERIE JUDD,141 E MAIN STREET,BEATTYVILLE,KY,41311-0000,0000,03,3,1000,200403,1,15,000000000,1,01,202511,8,8,01,0,11,24323609,20324253,20324253,E21,
043779795,WHITLEY COUNTY TOUCHDOWN CLUB BOOSTERS,% SARAH WILSON,1638 HIGHWAY 90,CORBIN,KY,40701-7836,0000,03,3,1000,200402,1,16,000000000,5,01,202412,3,6,01,0,12,81222,1481208,59140,N65,
043779900,REACH INDIA INC,,PO BOX 157,PLAINFIELD,IN,46168-0157,0000,03,3,1000,200501,1,15,000000000,1,01,202412,4,4,01,0,12,276698,338951,338951,Q33,
043781002,WILKINS FOREST EAST PROPERTY OWNERS ASSOCIATION INC,% MARC KUNES,100 SASSAFRASS HILL DR,RUTHERFORDTON,NC,28139-6626,0000,04,3,3000,200405,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,L50,
043781038,ALFRED A IVERSEN AND FAMILY FOUNDATION,% ALFRED A IVERSEN,PO BOX 25,CRYSTAL BAY,MN,55323-0025,0000,03,3,1000,200402,1,04,000000000,1,01,202412,6,6,00,1,12,4993410,2278138,,T22,
043781316,KING AND I FOUNDATION,% JOHNSON WEST & CO PLC,28215 BOULDER CIR,EXCELSIOR,MN,55331-8325,0000,03,3,1000,200503,1,04,000000000,1,01,202412,4,1,00,1,12,153118,1373,,T20,
043781645,CAROLINA THEATRE OF GREENSBORO INC,% CHARLES BRUMMITT,310 S GREENE ST,GREENSBORO,NC,27401-2616,0000,03,3,2000,200402,1,15,000000000,1,01,202506,7,6,01,0,06,7068288,1749028,1586064,A61,
043782130,BEER MIDDLE SCHOOL BOOSTER CLUB,% BETHANY RICHTARCIK,3200 MARTIN RD,WARREN,MI,48092-2461,0000,03,3,2100,200405,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,B94,
043782845,RENEGADE RIDERS MC,% DONJAE WATSON,8158 S SAWYER AVE,CHICAGO,IL,60652-2609,0000,03,3,2000,201206,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
043782951,HIBBING JUNIOR OLYMPIC VOLLEYBALL CLUB,% MELISSA DEVRIES,PO BOX 125,HIBBING,MN,55746-0125,0000,03,3,2000,200404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N60,
043782963,RIVER OF LIFE FELLOWSHIP MINISTRIES INC,% KENNETH KRELLER,PO BOX 21,LEHMAN,PA,18627-0021,0000,03,3,7000,200407,1,10,000000000,1,01,,3,3,06,0,12,,,,X21,
043783148,PENDLETON COUNTY CONVENTION AND VISITORS BUREAU,% CAROLYN SIMMONS,43 MAPLE AVE,FRANKLIN,WV,26807-1205,0000,03,3,2000,202306,1,15,000000000,1,01,202512,4,4,01,0,12,126536,116889,116889,B99,
043784197,UNITED COMMUNITY SUPPORTS INC,% TERRA GAILLARD,9701 APOLLO DRIVE,UPPER MARLBORO,MD,20774-4783,0000,03,3,1000,200504,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S50,
043784887,TUSCOBUS,% DAVID HAVERFIELD,425 PROSPECT ST,DOVER,OH,44622-2224,0000,03,3,1000,201405,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,W40,
043784988,MICHIGAN STATE UNIVERSITY,% KEVIN STRAWN,PO BOX 745,STANDISH,MI,48658-0745,5933,03,9,2000,201305,1,15,000000000,1,01,202508,0,0,02,0,08,0,0,0,O52,ARENAC COUNTY 4-H ARCHERY CLUB
043785338,WHEELS THAT HEAL CAR CLUB,% STEVEN MIXTER,405 E WALNUT ST,HEBRON,MD,21830-1201,0000,03,3,1000,202302,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P12,
043785573,HANG ON TO THE DREAM FOUNDATION,% STEVEN EWING,200 E BIG BEAVER RD,TROY,MI,48083-1208,0000,03,3,1000,200409,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
043785636,NAVY FEDERAL CREDIT UNION FOUNDATION,,820 FOLLIN LN SE,VIENNA,VA,22180-4907,0000,03,3,2000,200410,1,03,000000000,1,01,202508,1,1,00,1,08,1,1,,B99,
043785759,CULPEPER FOOTBALL ASSOCIATION INC,% TIM MORRIS,PO BOX 692,CULPEPER,VA,22701-0692,0000,03,3,1000,200406,1,15,000000000,1,01,202412,1,4,01,0,12,2373,156872,119994,N65,
043785842,VETO PRESBYTERIAN CHURCH,% ROBIN SWINSBURG,PO BOX 158,VINCENT,OH,45784-0158,8534,03,9,7000,197404,1,10,001000000,1,01,,0,0,06,0,12,,,,,
043785857,TRUE NORTH CHURCH,% STEPHEN U DAVIS,1297 W MARTINTOWN RD,NORTH AUGUSTA,SC,29841-2062,1651,03,9,7000,196404,1,10,001029000,5,01,,0,0,06,0,12,,,,,
043786216,DRAYTON VILLAGE INC,% NHE INC,325 ROCKY SLOPE RD STE 301,GREENVILLE,SC,29607-7817,0000,03,3,1000,200406,1,15,000000000,1,01,202506,5,4,01,0,06,690551,157323,157323,L22,
043786410,FUN AND FREEDOM BASKETBALL INC,% PRISCILLA HOUSTON,PO BOX 63,TARENTUM,PA,15084-0063,0000,03,3,1200,200408,1,16,000000000,1,01,202412,2,3,01,0,12,19182,91673,75123,O50,
043786833,WASHINGTON JAPANESE HERITAGE CENTER INC,% RRUC,1210 N TAFT ST APT 202,ARLINGTON,VA,22201-2432,0000,03,3,1000,200410,0,15,000000000,1,01,202512,4,4,01,0,12,206096,221653,221653,,
043787133,INTEGRITY COMMUNITY DEVELOPMENT CENTER INC,% ERNEST FISHER,PO BOX 821,KINSTON,NC,28502-0821,0000,03,3,1000,201904,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P99,
043787197,OCTORARA AREA EDUCATION ASSOCIATION,% STACEY GRAHAM,12,GAP,PA,17527-0000,0000,05,3,1000,201002,2,00,000000000,5,01,202508,0,0,02,0,08,0,0,0,J40,
043787224,WEST ALBANS CHURCH OF GOD,% MARK HABER,PO BOX 255,SAINT ALBANS,WV,25177-0255,1489,03,9,7000,196007,1,10,001268000,1,01,,0,0,06,0,12,,,,,
043787335,SAVED HANDS INC,% PAMELA WRIGHT,12896 SCHALK CT,WOODBRIDGE,VA,22192-6467,0000,03,3,1200,200510,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,J20,
043787790,FRESH WIND COMMUNITY CHURCH,% FRANK COLLINS JR,20115 SALISBURY ST,ST CLR SHORES,MI,48080-1686,2197,03,9,7000,197109,1,10,000000000,5,01,,0,0,06,0,12,,,,,
043788060,DAUGHTERS OF ZION INTERNATIONAL NFP,% BRITTON LASHAWN,922 W 37TH PL,CHICAGO,IL,60609-1411,0000,03,3,1000,200411,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X99,
043788104,COBBS CREEK PRAYER BAND INC,% KARIN L WOODLAND,PO BOX 839,HAVERTOWN,PA,19083-0839,0000,03,3,1200,200609,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X99,
043788172,GREATER LOVE FELLOWSHIP,% PAUL A MACK,235 SUPERIOR AVE,DAYTON,OH,45406-5446,0000,03,3,7000,200608,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043788512,ILLINOIS COUNSELING ASSOCIATION FOUNDATION,% MELANIE RAWLINS,28 SHOREWOOD DR,MACOMB,IL,61455-9746,0000,03,3,1200,200501,1,15,000000000,1,01,202512,6,4,01,0,12,2221831,316698,316698,T30,
043788811,RYANES HOUSE OF HOPE,% WILLIAM M FRANK,2315 THOR AVE,RACINE,WI,53405-2646,0000,03,3,1200,200507,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,F20,
043789024,CALVARY CHAPEL OF WILMINGTON,% WILLIAM CLAY RITTER,2840 SOUTH COLLEGE ROAD 220,WILMINGTON,NC,28412-6827,0000,03,3,7000,200903,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
